,cluster,height,width,x,y
0,-1,49.69266724664433,68.0022662402575,522.3609180374161,140.68719583228872
1,-1,48.91055080182278,71.86062996639652,370.6414987229577,1196.8876708585246
2,-1,34.61283119861895,36.79534045375311,428.79962620521337,1296.6957378608554
3,4,29.055877228081215,24.087277110402397,972.7807156927806,1720.3462966107447
4,-1,54.016684476297655,66.69935880440933,35.129480591567315,2120.1100671871973
5,-1,25.562176786030733,34.034454540885434,141.79627731645596,3138.1797791193203
6,-1,52.128244742659405,89.36896241646548,523.0929526534547,3733.7015802344868
7,-1,29.563459873933027,36.030576749627414,918.7509630369958,4808.436691153607
8,0,104.87215350770032,199.40114280627324,114.27506168449703,5654.483924316527
9,0,59.376081253794496,45.991101402365246,389.1068970037885,5692.981229987388
10,0,27.178171461155785,31.116996275782583,356.51266077548996,5840.299505441592
11,0,63.46305825267851,73.61852217903504,764.3397184275035,5228.683331391028
12,0,54.336867518402016,108.30534460186959,310.72698987946944,6846.655966301039
13,0,218.8544687951528,143.37368209664638,69.76375529237777,6782.46285556746
14,0,71.97935693704164,83.67145981000027,372.5105096211598,6869.275085605861
15,0,50.112036296106226,71.09525601873037,339.6494026711279,6945.1293660650335
16,0,135.33892640948298,69.57909702892488,759.3258601605597,6066.463485195491
17,0,82.88127839711996,63.17132313622875,684.0027978497528,6132.138455287801
18,0,160.44143201419942,109.14367779397051,699.6701956095144,6202.690465847196
19,0,74.5919249763856,56.91145797055498,800.4273447830594,6254.328322733781
20,0,97.95365537826834,57.44203003695384,864.8664169142032,6229.588143683625
21,0,164.73152282031674,117.23965012839207,495.4781829570595,6329.934802645545
22,0,83.20779739049766,79.12904615301352,797.120116767147,6664.070179403204
23,0,58.51026878398204,58.919475786731795,559.8082595534634,6871.433839946877
24,-1,48.99018047002647,50.144118048411144,776.3581435861676,13446.749056329387
25,-1,120.19072478908754,193.23383837952062,191.17599138012483,14696.956095657824
26,-1,57.43252820072263,56.78275331387147,790.7601113936556,14708.52964982261
27,-1,71.94474089280925,88.92953340933872,270.7941985898873,16293.520661301818
28,-1,34.442015760059576,37.87651554589087,771.118370505567,16167.797243550385
29,1,31.469155035798394,39.21850538299631,162.62323097233454,17376.258413890737
30,1,93.56668999988298,42.082516604386846,-0.8595705495253042,17698.387054348
31,1,66.22057772652462,74.58823104473254,902.0508288274441,17022.095229066934
32,1,35.413063280444874,34.525215972111766,926.2078806278078,17114.968476812453
33,1,30.408536482338718,36.511115352052855,810.5626341049523,17143.478795041196
34,1,124.24864752035873,73.49196181214774,709.3256098965055,17182.274588009797
35,1,24.829237893303997,31.583241824736955,497.68971670812664,17500.67516105141
36,1,50.42397787323365,49.31029441705117,5.70817834219357,18006.190806839804
37,1,86.17580283962764,55.75410441040993,-0.7165769733000378,18175.2612972581
38,1,62.24878264780227,81.22546543148849,180.63346964098753,18595.56185940037
39,1,58.75366387931203,77.1114800163416,209.15028694841686,18643.699609727188
40,1,76.39531638498485,104.64990202353553,47.34214145791322,18719.61333782059
41,1,83.36742553600897,73.42279450040596,209.4800788079818,18827.117678202343
42,1,82.59456241703953,79.01774934796185,126.9397761834733,18862.70321202678
43,1,66.78888418580476,88.33620541471703,48.68796380939645,18907.572681799338
44,1,79.31762733179792,84.06932655077713,721.3122851174176,18057.093766567574
45,1,33.660725901906304,36.90071988344192,832.0253109050282,18077.2647625579
46,1,86.16823752467451,98.06186168404727,548.2209965613131,18152.59403582728
47,1,50.47583810723745,62.02427419919235,578.0184607452051,18663.341180437594
48,1,168.1585228159794,119.53841217398644,881.8418580621872,18589.733738783663
49,1,92.72204149865189,46.99198626499909,499.06465977732597,18690.38145961691
50,1,49.721812622501304,45.85093618278319,103.63888236017004,19119.756292767473
51,1,62.1911869593996,102.39961813495711,272.9067766200212,19231.550550796474
52,1,47.861851571339855,50.65981329862888,2.4272622111054347,19714.582808024817
53,-1,78.4650021516131,53.66243780631285,-0.10524948048009838,20755.862911574473
54,-1,53.79709648146081,62.42166825083586,523.0636351042817,21718.66976052879
55,-1,42.58074605625404,36.242162783696074,102.79044443514539,22848.49835768844
56,-1,75.09815329815333,133.2661326040672,803.9820720618627,23669.556495643734
57,-1,60.08366043304023,52.26991710511538,20.744939131288017,25043.461992387533
58,-1,91.2553728019733,83.85801731944082,207.13825104464195,25308.563318982655
59,-1,43.310156188171675,73.24092950490801,622.0785771541654,25420.960443626296
60,-1,180.8120844304561,100.85642640359126,-1.4814447162087365,27005.300001037096
61,2,77.17823664452027,55.13681537389755,803.4913580328775,30785.63188088996
62,2,29.09889865492397,30.858200887441626,853.1531340261424,30817.936315433155
63,2,64.0299036605083,64.80039037131348,864.9319351834233,30795.0125698612
64,2,71.59649053222859,63.509833013369416,922.1800138945018,30787.78612842732
65,2,49.14213454918212,83.30852049900938,814.174229761626,30853.793309124772
66,-1,65.00336110546041,83.21018397056133,402.568336971539,31644.066645488325
67,3,39.53295500106536,30.256248796077877,506.5227524866742,32523.95311378226
68,3,25.26405183926225,26.881339293259828,274.7225497379995,33016.19935347405
69,3,26.621042120066967,33.50596606589289,283.86541469611296,33050.932864793365
70,3,24.340549331353202,35.73758884810485,110.17054894683636,33443.560978878224
71,4,213.13166205250303,98.58417540708412,1498.2531054223562,793.178025075521
72,4,25.431615513895622,31.088236856047956,1183.0586564389603,1266.503025197774
73,4,39.1550360535429,31.296482679935593,1759.413966310851,1062.412905503111
74,-1,64.2299542294787,65.53561104944112,1369.2322762114213,4176.402809000777
75,-1,44.33261323241089,78.28169501808974,1514.3807177030367,4366.92765804001
76,0,64.98200327568327,74.09741643162874,1033.094289867784,7251.942683960631
77,0,69.32241832549758,42.666180254817014,1503.8417731338193,7138.764456272177
78,0,31.235338612290548,34.011821465767355,1631.6294958134708,7262.112549587658
79,0,29.186171402128878,30.463184270216914,1762.900278846555,7402.822082481155
80,-1,34.81186275491349,39.40547837459125,1038.0848769685444,8091.666962153083
81,5,63.6990015127796,62.54324389595257,1875.7114895437462,8717.111670104088
82,5,135.83925894017403,135.49665551634936,1494.5670062250279,8867.539245317146
83,-1,66.90199510099796,49.68485328637637,1501.4075007057495,14188.123675308898
84,-1,78.40470659143651,71.85682696745948,1685.140490942947,14201.78986289166
85,6,75.47609751992502,69.34563156875288,1818.375766032168,15757.322433350586
86,6,69.65747193980678,73.53716808199886,1746.2856185707453,15879.730779919848
87,6,55.97677719918585,56.46746966187766,1940.8031395691155,15878.651082339751
88,6,51.46291784742709,74.47356525531183,1839.0106089967062,15930.460109718217
89,6,72.09766900626512,58.728947688570386,1616.991828948596,16095.709017461128
90,1,75.73913879252399,69.03644990375408,1565.1786141191392,17137.743779900324
91,-1,53.04214897396477,59.198774904150184,1640.0582387249879,17170.753829376492
92,1,65.83724794617065,82.30910097268918,1860.6607653392225,18031.551487679382
93,1,75.58852282845055,72.6634666764736,1563.0341286968758,18204.713525464555
94,1,55.04662172569678,51.11446719302586,1823.966304345401,18217.772398491597
95,1,80.93935661508488,72.18701321867796,1605.125817036759,18241.775676327223
96,1,63.4407973134289,47.85300241305279,1646.910930948589,18292.68572045656
97,1,61.78772871294848,53.64203912161864,1676.5308842397792,18308.729353903647
98,1,37.3471515901731,39.82013448233789,1794.0831916443356,18309.38097079595
99,1,48.39337641498224,60.07330136707196,1798.2941219237446,18908.008575437245
100,1,49.11149975194381,52.386628349331716,1352.369760239853,19071.91844935972
101,1,42.993564785283326,27.29361628903797,1472.1055455845062,19163.76221400222
102,1,37.267183665082996,38.17905403265587,1409.9021845260017,19255.110798070426
103,1,64.48748227880549,49.063576472447494,1448.1335117165306,19434.155934339557
104,1,59.57950784456274,44.83059371654804,1001.7393712607005,19603.062801234893
105,1,51.51435253246473,53.72234900538737,1189.8004412975604,19758.295072524965
106,1,53.90724273885667,50.55620843493021,1006.1732298488585,19793.46941063815
107,-1,86.13715353686075,45.896718273942284,998.376341081159,20783.008363197107
108,-1,27.65425827322099,37.96468186415157,1224.7230973483943,21069.564895021653
109,-1,26.37239864690946,27.482900117864972,1169.0154475943714,21107.91422884084
110,-1,28.668569472202876,32.051286150400415,1864.6032307048558,21808.251210835326
111,-1,29.837971486288765,32.203349744081436,1397.0134153713523,23565.020918013102
112,-1,27.73151484214341,35.54053482908469,1705.3539965219857,23649.1155266853
113,-1,27.99002852137272,27.105653313765117,1741.7018666278923,26087.084717431433
114,-1,67.82506282004024,74.36099648677384,1750.460232286075,27179.527844661203
115,2,188.70601516375172,135.67516120598864,994.0439265016801,30808.485224101634
116,-1,28.78628518980281,34.382983940472954,1604.0055548523374,30113.251622781456
117,-1,58.69982247845485,61.95445371701169,1635.0776774844257,30095.28351222824
118,7,12.513240256785252,32.276666307174196,1263.9254181217336,32487.38619381258
119,7,24.654012230508613,32.28215454560058,1281.817650577652,32715.375274148606
120,7,74.46064784866113,73.16841039749286,1749.0230900030704,32244.327586870077
121,7,52.72684083168324,140.73613351739368,1834.4678822397593,32499.738337245053
122,7,61.4418897965092,80.18014349313881,1871.1448684103716,32708.91484315895
123,7,56.87819393249657,59.8101982982342,1601.843969854505,32769.48018963637
124,7,33.62386015424357,38.730818940859564,1577.0065296157716,33262.70520999285
125,4,33.063997716445215,37.10678354171607,2069.0364155128423,822.6413890225995
126,8,51.516054728329166,57.851322963237806,2299.770379636644,1603.4094281409361
127,8,34.902464910837324,31.971940402892983,2389.76971668464,1666.6692674399417
128,8,59.77438562943388,70.83826782840953,2332.7572975047574,2136.4222437387657
129,8,58.043810377258524,71.55718932578199,2030.9519680164258,2219.4479034098285
130,8,83.38058918402749,70.28692322318369,2138.532123030852,2219.659425220073
131,8,101.26280924856664,66.50177044946415,2221.2613427524757,2203.7558176732687
132,8,100.52547473994585,105.60838667090121,2377.9610033073877,2187.9363276512095
133,8,127.97174564040624,150.96819457012873,2023.0303898344296,2583.323804393186
134,8,46.95050063383121,58.296746528011056,2377.04070180858,2923.6683152682476
135,8,51.0101053775503,55.24381930218292,2556.0203138144725,2160.202097376317
136,0,61.39982191704783,64.38152763866466,2223.056597217746,7746.445091859562
137,-1,57.90371020097001,46.66310205748448,2952.949557902977,7681.703321554195
138,-1,75.33103260569851,50.90939745825074,2946.053370260749,7738.258231273795
139,5,32.044412883130406,30.10126514443985,2191.020033884869,8822.4776252591
140,5,57.437507123626176,48.58703277399911,2444.5593318875513,8814.470582238686
141,9,77.19514039511864,67.16956417129592,2364.67172288631,9756.867908223412
142,-1,33.45241734575768,33.40818351360463,2375.7598400649317,9930.637350589408
143,-1,61.880455832664786,103.24735601553544,2887.2021927466,12999.403986034025
144,-1,51.53658510178326,59.30505261003972,2632.22377628589,14240.38545580484
145,6,73.29784475539736,72.95091323568269,2129.926344213991,15358.103192026161
146,6,68.97658886570201,69.72493022093408,2403.984049071421,15410.070584952438
147,6,58.33255953573263,82.83883079299562,2285.553548447222,15637.21604019411
148,6,55.539809335814084,57.63100685532277,2419.2401770357887,15651.79071216478
149,6,75.4290128909854,58.97750052644659,2439.4200185739714,15705.112004892495
150,6,58.30504070259059,61.297441604595974,2364.039142895248,15768.307760234758
151,6,67.10938875379466,62.961578076206706,2402.4638491230116,15745.07743324318
152,6,63.47726685982484,72.49116719016662,2591.7457183615375,15111.157395014303
153,6,68.18635389227137,88.00381901044112,2621.2803587109765,15224.22746151875
154,6,60.70664047782236,65.75957545803143,2520.0623609505105,15260.709825264714
155,6,64.48616307701059,56.48404815893906,2593.439297045029,15297.003715279146
156,6,58.51371573060749,54.29095965550496,2639.1048900389233,15288.990991616554
157,6,29.005942308879924,33.172919275760655,2552.31704444019,15348.316004272974
158,6,64.13953925914495,56.63190531987411,2644.2484569583016,15331.561693628155
159,6,64.0154870072007,60.89227396529455,2686.550411098562,15325.878387401082
160,6,57.626304286603784,63.09597219118709,2650.376419050412,15380.478647310538
161,6,37.64015819219446,36.27051518096373,2554.202024092255,15436.922411841806
162,6,67.29959495668223,85.5664361685056,2516.2880694652667,15639.500749906989
163,6,77.68685749714186,83.02947061767945,2623.514803218056,15751.29668049596
164,6,80.06518447224909,89.65629724915212,2553.402808042506,15778.865777298528
165,1,35.067615385307704,29.40356298717171,2341.277788628929,17767.21482553383
166,1,53.04363366702427,40.6814746072659,2176.4480602239164,17868.663827654877
167,1,33.83010335890148,29.103064864644637,2453.209514624794,18743.845715049934
168,1,49.49065915242984,69.22695651604585,2402.233784486331,19023.775245442404
169,1,29.186447817591528,38.89895860901248,2308.73636077357,19091.867137992038
170,1,48.02768327511275,53.55553271302813,2211.6097396070695,19105.11336426638
171,1,45.96970010505274,54.059818966434534,2307.4303407320294,19242.141673469938
172,1,54.57138755362769,50.13834264663552,2227.694296859476,19294.683512157724
173,1,49.19988627220573,60.74879132743061,2233.9867993063413,19386.876201904262
174,1,40.71647594428987,38.601477704644196,2435.1464996713967,19372.436849322963
175,1,51.094028361989956,168.84290834426884,2007.8809595259909,19449.49657671134
176,1,53.82368383519926,49.37301167070865,2943.7287240144433,19171.207429173362
177,1,48.8105562514296,49.02968036440702,2504.3056303292055,19214.267001703374
178,1,34.767586588217625,46.329082843890575,2754.568044813808,19235.6631387555
179,1,78.48643090621786,92.6805451361032,2902.3339054126354,19218.006329472366
180,1,137.64206145231543,216.00893533949667,2592.2211959006536,19256.57168388564
181,1,31.948400438038192,38.631048543361516,2726.793361007445,19747.711816027837
182,1,44.331402782018415,51.1691616229369,2618.1453414720295,19750.633402474366
183,1,38.67879705768365,43.34788223450005,2815.129830072376,19798.579554901862
184,1,46.785501114703095,45.084062521411795,2868.3549135104404,19790.158101320227
185,1,32.368464979139674,38.381005451037254,2879.8478565114656,19966.96508231686
186,1,51.601618440449236,63.34098845491043,2001.5608253323928,20006.491189997672
187,1,32.66397795507541,35.00893460168288,2129.909406683947,20027.93959319835
188,1,51.04579002251991,51.180321383659646,2143.9032925071956,20092.937293288036
189,1,128.1202982107951,149.76082445410577,2335.060942806959,20373.79955795694
190,1,58.39503485228005,45.234287425187915,2454.9273416994,20810.02392446345
191,-1,57.48604807569433,54.59657896330731,2928.829544421394,20830.994150547296
192,-1,30.038664641151072,36.48689357633776,2322.690254182804,22585.18792656772
193,-1,29.475028666418325,27.95216551092949,2249.4921965455856,22621.35807876399
194,-1,21.89865941745731,26.162230380177505,2315.3900416108545,27191.267824138526
195,-1,27.50889479776987,36.6895014825692,2816.8044388151357,29311.47381877824
196,7,57.07440510412823,56.25697689358998,2364.738051018345,30332.983185374214
197,7,31.36287794908654,43.31299384419731,2911.8958605191715,30219.748989573814
198,7,57.34747514736193,39.31562646471542,2874.6139772083416,30522.894573648024
199,7,26.924512134377807,29.135954905931783,2890.7620116904345,31239.078713322142
200,7,79.14808862369796,51.71299047094125,2498.69835931796,31671.595049037256
201,7,25.386539605833036,25.60179195449905,2341.5708318814086,32418.094372328804
202,7,56.91602523558413,78.14287911112496,2901.4202033030588,32172.945522544316
203,7,31.079052067376097,31.095636787093554,2824.94572133526,32647.45524276435
204,-1,36.08485534587737,23.701650895384716,2945.173054042872,33792.638331950446
205,-1,31.384528423135123,27.546765881868538,3739.455809055114,307.8413011996399
206,8,58.47333586204511,74.49593634284457,3412.4220908995303,1501.3593199604315
207,8,48.16172174279504,61.78079202656562,3323.10276555634,1661.1093339581175
208,8,54.89059183311005,55.23938461867661,3223.1307579512904,1670.1916017641868
209,8,62.701713325725166,59.12706796260981,2999.3676097174894,1835.7689314497106
210,8,50.771911436250605,53.117689363085276,3232.6083164416186,1869.9049270343926
211,8,39.91107582504935,30.746059632897385,3162.91189567306,1910.181633957074
212,8,47.96537817815175,93.72846256751276,3134.285435771055,2196.5584120935628
213,-1,25.883925937482957,35.78876338899133,3206.19547559091,3188.990254180837
214,-1,130.44151264635417,231.7966180806893,3255.5399234188294,3369.7815422869976
215,-1,57.49304599202597,70.67497521868114,3756.7100928630625,3078.502507639322
216,-1,52.75063847553275,53.75202958579251,3428.8835226241504,5717.220202492229
217,9,58.94683473999686,44.91930887254385,3499.7887611480337,7183.836317784118
218,9,47.91672374635937,64.98513447335131,3596.182956031997,7219.683683582622
219,9,22.44085145329055,31.445045880400187,3883.019638386877,7649.867566054682
220,9,26.708305549896664,27.018915513066133,3650.1930046286543,7693.354567981435
221,9,34.17541149341142,39.66334942803931,3737.580313945494,7726.852919311243
222,9,32.48981447304669,36.33644231681643,3833.497642709658,7766.173752307186
223,9,33.173042063575565,30.895951564770428,3762.2360964018,7861.495267806093
224,9,30.149078642427924,34.94991109206126,3835.9203456006626,7902.389313680334
225,9,55.60117822504958,68.36404961145837,3915.9365309261157,7940.113787430357
226,9,47.17722366633325,59.05485825171843,3360.8012653996407,8875.432922890051
227,9,59.657714287890855,65.11240817111269,3215.322526694003,9138.639008287882
228,9,75.21507524075417,67.3441153767476,3259.9522573012046,9135.756006573698
229,9,52.78612453098478,62.323813005869205,3000.787575535825,9657.486801833727
230,9,31.482674547135844,26.7954916900855,3629.9589496515523,9191.863943878125
231,9,27.873173108077964,37.068786024955614,3592.7891538087756,9595.094002503985
232,9,55.85641303828132,67.14767866441844,3256.5881827729054,10173.013171205943
233,9,60.45803004349659,67.51645783479398,3400.056730965425,10285.677756823436
234,9,30.234913408068508,41.99006578830577,3240.3469035464714,10418.864640118507
235,9,53.98889612881038,61.58998890927205,3436.1031013294337,10640.245888109164
236,9,54.448895647892584,58.54095492303372,3606.3420342339678,10883.722731130703
237,-1,59.36765538426545,59.69851045035399,3065.192475026593,12295.992898047336
238,10,64.19592449715506,78.92488741911376,3906.6687346193867,12609.17541526536
239,10,55.82750880683841,53.101132351893625,3609.2148405320913,12832.014192109235
240,11,66.38647089848152,77.18832208074053,3785.9292728163664,14099.420276191422
241,11,73.49416940675329,63.51659246797749,3875.1150599898024,14174.062115601717
242,11,69.49004206325,64.62538366542412,3835.6077851291748,14206.786635985176
243,11,65.08379931669973,74.92476851903473,3904.3547349681794,14243.121101437615
244,6,61.81189043758002,70.35805004624218,3557.207521577165,14835.030119074438
245,6,83.33951898047565,72.61073175787922,3167.475194125031,15203.220286519814
246,6,66.96598348053607,67.58880935242536,3249.127197980888,15763.920464674313
247,1,95.08898267475459,66.82875960327118,3806.7530882067654,18673.289454733484
248,1,65.10088274352825,47.27144008067938,3846.4410745014075,18848.118032801693
249,1,50.89908910893476,57.557254458986804,3558.825883303134,19108.399657092312
250,1,39.73739684652821,37.32751839046294,3617.309241168559,19274.674330482183
251,1,121.62683030041363,142.41706487100856,3831.4851103820733,19608.335299770813
252,1,29.89049663578089,37.782109967103366,3538.2616826049457,19739.11559991544
253,1,27.99237339411792,38.38203744993763,3820.921521783991,19743.158877075664
254,1,52.74881807162214,60.10075171420206,3093.658318897975,20092.63356485053
255,-1,244.27920921509084,108.15229925627891,3496.6827738998545,21241.071447280003
256,-1,45.21923504666637,92.05803933042746,3504.2304349492842,21454.1461206721
257,-1,55.45479410902814,65.85975547409976,3335.8680950165576,22144.72889795162
258,-1,88.61434026511813,93.86366025401996,3117.722797174926,22199.431729818833
259,-1,49.4743748119932,87.97911026028481,3906.7048700945747,22498.276651103188
260,-1,24.916754445158517,31.037085948723984,3270.708939648802,27458.785566719987
261,-1,36.54887926291957,32.905208782416125,3006.6804119085655,28814.472522479657
262,7,39.140323918186695,26.302826444093995,3107.9323790366034,31089.810499155235
263,7,49.73044180986974,91.79060041308406,3364.641790237034,31498.86039082155
264,7,32.50799888354081,34.835062481623424,3286.3732644982297,31592.199249277324
265,7,44.65989348560575,68.9641714380796,3205.547842934464,32157.502667877765
266,-1,64.8499648881417,50.01732133695714,3056.1194138662845,33371.18248127334
267,-1,55.258341792982364,144.5989233326912,3531.402179735094,33497.7212864672
268,-1,69.47345983853705,93.37562161528143,4672.520729953144,251.38601357379963
269,13,72.11492265268015,46.98833796432393,4803.883202073257,1237.095866989973
270,12,59.56849558298404,58.06591523546433,4840.556250843757,3425.745309303352
